id,program_id,peo
381,106,Exercise ethical principles in the practice of profession
382,106,Display ethical responsibility in the performance of their duties as members of the community
383,107,"Apply acquired knowledge and skills in various areas of specialization utilizing food preparations, and f&b processes."
384,107,Exhibit professionalism in providing guest services in both local and international hospitality settings.
385,107,Possess qualities of effective leaders in the hospitality industry.
386,107,Recognize the importance of work ethics and personal values in rendering hospitality services.
387,107,Assume responsibilities of supervisory and managerial positions in various facets of the hospitality industry.
388,108,"Apply acquired knowledge and skills in various areas of specialization utilizing food preparations, and f&b processes."
389,108,Exhibit professionalism in providing guest services in both local and international hospitality settings.
390,108,Possess qualities of effective leaders in the hospitality industry.
391,108,Recognize the importance of work ethics and personal values in rendering hospitality services.
392,108,Assume responsibilities of supervisory and managerial positions in various facets of the hospitality industry.
393,109,Become a competent and ethical professional accountant capable of making a positive contribution over their lifetimes to the profession and society in which they work.
394,109,"Identify problems , know where to find this knowledge and know how to apply it in an ethical manner to achieve appropriate solutions."
395,109,Continue to learn and adapt to change throughout their professional lives.
396,110,Become a competent and ethical professional accountant capable of making a positive contribution over their lifetimes to the profession and society in which they work.
397,110,"Identify problems , know where to find this knowledge and know how to apply it in an ethical manner to achieve appropriate solutions."
398,110,Continue to learn and adapt to change throughout their professional lives.
399,111,Become a competent and ethical professional accountant capable of making a positive contribution over their lifetimes to the profession and society in which they work.
400,111,"Identify problems , know where to find this knowledge and know how to apply it in an ethical manner to achieve appropriate solutions."
401,111,Continue to learn and adapt to change throughout their professional lives.
402,111,Become a competent and ethical professional accountant capable of making a positive contribution over their lifetimes to the profession and society in which they work.
403,111,"Identify problems , know where to find this knowledge and know how to apply it in an ethical manner to achieve appropriate solutions."
404,111,Continue to learn and adapt to change throughout their professional lives.
405,111,Become a competent and ethical professional accountant capable of making a positive contribution over their lifetimes to the profession and society in which they work.
406,111,"Identify problems , know where to find this knowledge and know how to apply it in an ethical manner to achieve appropriate solutions."
407,111,Continue to learn and adapt to change throughout their professional lives.
408,112,"Show leadership, accountability and responsibility while serving their fellowmen, community and country as criminal justice professional."
409,112,"Demonstrate competence in crime prevention, law enforcement, scientific crime detection, correctional administration, public safety and allied fields."
410,112,Apply professionalism in the practice of the criminology profession.
411,113,"Investigate and analyze business problems, providing reliable and secure computerized solutions;"
412,113,"Grow professionally through activities such as graduate study, continuing education, professional certifications, and participation in professional organizations;"
413,113,"Think critically and creatively, communicate clearly, work effectively with others, and develop leadership skills;"
414,113,Demonstrate an understanding of social and ethical issues in the computer profession;
415,113,Understand the organizational impact of computer-based information systems.
416,114,Engage in professional activities for further career advancement in their field of specialization
417,114,"Exhibit intellectual, competencies such as critical, analytical, innovative and creative thinking"
418,114,Communicate effectively in a variety of settings armed with requisite abilities to anticipate and adapt swiftly to changing situations
419,114,Are well-rounded individuals who appreciate knowledge and the human experience from varying perspectives
420,114,"Are recognized members of the community whether on a local, national, or global scale"
421,114,Take leadership roles in advocacies that will contribute to national development
422,114,Exercise ethical principles in the practice of profession
423,114,Display ethical responsibility in the performance of their duties as members of the community
424,115,Engage in professional activities for further career advancement in their field of specialization
425,115,"Exhibit intellectual, competencies such as critical, analytical, innovative and creative thinking"
426,115,Communicate effectively in a variety of settings armed with requisite abilities to anticipate and adapt swiftly to changing situations
427,115,Are well-rounded individuals who appreciate knowledge and the human experience from varying perspectives
428,115,"Are recognized members of the community whether on a local, national, or global scale"
429,115,Take leadership roles in advocacies that will contribute to national development
430,115,Exercise ethical principles in the practice of profession
431,115,Display ethical responsibility in the performance of their duties as members of the community
432,115,Engage in professional activities for further career advancement in their field of specialization
433,115,"Exhibit intellectual, competencies such as critical, analytical, innovative and creative thinking"
434,115,Communicate effectively in a variety of settings armed with requisite abilities to anticipate and adapt swiftly to changing situations
435,115,Are well-rounded individuals who appreciate knowledge and the human experience from varying perspectives
436,115,"Are recognized members of the community whether on a local, national, or global scale"
437,115,Take leadership roles in advocacies that will contribute to national development
438,115,Exercise ethical principles in the practice of profession
439,115,Display ethical responsibility in the performance of their duties as members of the community
440,115,Engage in professional activities for further career advancement in their field of specialization
441,115,"Exhibit intellectual, competencies such as critical, analytical, innovative and creative thinking"
442,115,Communicate effectively in a variety of settings armed with requisite abilities to anticipate and adapt swiftly to changing situations
443,115,Are well-rounded individuals who appreciate knowledge and the human experience from varying perspectives
444,115,"Are recognized members of the community whether on a local, national, or global scale"
445,115,Take leadership roles in advocacies that will contribute to national development
446,115,Exercise ethical principles in the practice of profession
447,115,Display ethical responsibility in the performance of their duties as members of the community
448,116,Engage in professional activities for further career advancement in their field of specialization
449,116,"Exhibit intellectual, competencies such as critical, analytical, innovative and creative thinking"
450,116,Communicate effectively in a variety of settings armed with requisite abilities to anticipate and adapt swiftly to changing situations
451,116,Are well-rounded individuals who appreciate knowledge and the human experience from varying perspectives
452,116,"Are recognized members of the community whether on a local, national, or global scale"
453,116,Take leadership roles in advocacies that will contribute to national development
454,116,Exercise ethical principles in the practice of profession
455,116,Display ethical responsibility in the performance of their duties as members of the community
456,117,Engage in professional activities for further career advancement in their field of specialization
457,117,"Exhibit intellectual, competencies such as critical, analytical, innovative and creative thinking"
458,117,Communicate effectively in a variety of settings armed with requisite abilities to anticipate and adapt swiftly to changing situations
459,117,Are well-rounded individuals who appreciate knowledge and the human experience from varying perspectives
460,117,"Are recognized members of the community whether on a local, national, or global scale"
461,117,Take leadership roles in advocacies that will contribute to national development
462,117,Exercise ethical principles in the practice of profession
463,117,Display ethical responsibility in the performance of their duties as members of the community
464,119,Are gainfully employed in various healthcare facilities;
465,119,Can apply acquired knowledge and skills in various areas of specialization utilizing the nursing process;
466,119,Are engaged in evidence-based practice researches for the advancement of nursing profession;
467,119,Can speak with ease and confidence in organizational communication;
468,119,"Are engaged in various trainings, seminars, conferences and graduate programs as a tool for career advancement;"
469,119,"And can demonstrate safe nursing practice with social responsibility, just and humane regards to people and commitment to service."
